id,genres,Movie_ID,title,budget,original_language,popularity,release_date,revenue,runtime
35,Comedy,9598.0,Babe,30000000.0,en,14.404764000000002,7/18/95,254134910.0,89.0
10751,Family,9598.0,Babe,30000000.0,en,14.404764000000002,7/18/95,254134910.0,89.0
36,History,47018.0,Carrington,0.0,en,1.4933610000000002,11/8/95,0.0,121.0
18,Drama,47018.0,Carrington,0.0,en,1.4933610000000002,11/8/95,0.0,121.0
10749,Romance,47018.0,Carrington,0.0,en,1.4933610000000002,11/8/95,0.0,121.0
18,Drama,687.0,Dead Man Walking,11000000.0,en,6.891317,12/29/95,39363635.0,122.0
12,Adventure,139405.0,Across the Sea of Time,0.0,en,0.114469,10/20/95,0.0,51.0
36,History,139405.0,Across the Sea of Time,0.0,en,0.114469,10/20/95,0.0,51.0
18,Drama,139405.0,Across the Sea of Time,0.0,en,0.114469,10/20/95,0.0,51.0
10751,Family,139405.0,Across the Sea of Time,0.0,en,0.114469,10/20/95,0.0,51.0
35,Comedy,33689.0,It Takes Two,0.0,en,7.777735000000001,11/17/95,0.0,101.0
10751,Family,33689.0,It Takes Two,0.0,en,7.777735000000001,11/17/95,0.0,101.0
10749,Romance,33689.0,It Takes Two,0.0,en,7.777735000000001,11/17/95,0.0,101.0
35,Comedy,9603.0,Clueless,12000000.0,en,9.882383,7/19/95,0.0,97.0
18,Drama,9603.0,Clueless,12000000.0,en,9.882383,7/19/95,0.0,97.0
10749,Romance,9603.0,Clueless,12000000.0,en,9.882383,7/19/95,0.0,97.0
18,Drama,34615.0,"Cry, the Beloved Country",0.0,en,0.894647,12/15/95,676525.0,106.0
18,Drama,31174.0,Richard III,0.0,en,4.561387,12/29/95,0.0,104.0
10752,War,31174.0,Richard III,0.0,en,4.561387,12/29/95,0.0,104.0
28,Action,11443.0,Dead Presidents,10000000.0,en,9.87957,10/6/95,0.0,119.0
80,Crime,11443.0,Dead Presidents,10000000.0,en,9.87957,10/6/95,0.0,119.0
18,Drama,11443.0,Dead Presidents,10000000.0,en,9.87957,10/6/95,0.0,119.0
36,History,11443.0,Dead Presidents,10000000.0,en,9.87957,10/6/95,0.0,119.0
18,Drama,35196.0,Restoration,19000000.0,en,10.979269,12/29/95,0.0,117.0
10749,Romance,35196.0,Restoration,19000000.0,en,10.979269,12/29/95,0.0,117.0
28,Action,9312.0,Mortal Kombat,18000000.0,en,10.870138,8/18/95,122195920.0,101.0
14,Fantasy,9312.0,Mortal Kombat,18000000.0,en,10.870138,8/18/95,122195920.0,101.0
14,Fantasy,577.0,To Die For,20000000.0,en,10.448481,5/20/95,21284514.0,106.0
18,Drama,577.0,To Die For,20000000.0,en,10.448481,5/20/95,21284514.0,106.0
35,Comedy,577.0,To Die For,20000000.0,en,10.448481,5/20/95,21284514.0,106.0
53,Thriller,577.0,To Die For,20000000.0,en,10.448481,5/20/95,21284514.0,106.0
18,Drama,11861.0,How To Make An American Quilt,10000000.0,en,4.485958,10/6/95,23574130.0,116.0
10749,Romance,11861.0,How To Make An American Quilt,10000000.0,en,4.485958,10/6/95,23574130.0,116.0
80,Crime,807.0,Se7en,33000000.0,en,18.45743,9/22/95,327311859.0,127.0
9648,Mystery,807.0,Se7en,33000000.0,en,18.45743,9/22/95,327311859.0,127.0
53,Thriller,807.0,Se7en,33000000.0,en,18.45743,9/22/95,327311859.0,127.0
12,Adventure,10530.0,Pocahontas,55000000.0,en,13.280069000000001,6/14/95,346079773.0,81.0
16,Animation,10530.0,Pocahontas,55000000.0,en,13.280069000000001,6/14/95,346079773.0,81.0
18,Drama,10530.0,Pocahontas,55000000.0,en,13.280069000000001,6/14/95,346079773.0,81.0
10751,Family,10530.0,Pocahontas,55000000.0,en,13.280069000000001,6/14/95,346079773.0,81.0
18,Drama,8391.0,When Night Is Falling,0.0,en,3.302524,5/5/95,0.0,96.0
10749,Romance,8391.0,When Night Is Falling,0.0,en,3.302524,5/5/95,0.0,96.0
18,Drama,629.0,The Usual Suspects,6000000.0,en,16.302466,7/19/95,23341568.0,106.0
80,Crime,629.0,The Usual Suspects,6000000.0,en,16.302466,7/19/95,23341568.0,106.0
53,Thriller,629.0,The Usual Suspects,6000000.0,en,16.302466,7/19/95,23341568.0,106.0
28,Action,117164.0,Guardian Angel,0.0,en,0.595949,11/22/94,0.0,93.0
53,Thriller,117164.0,Guardian Angel,0.0,en,0.595949,11/22/94,0.0,93.0
18,Drama,117164.0,Guardian Angel,0.0,en,0.595949,11/22/94,0.0,93.0
35,Comedy,11448.0,Mighty Aphrodite,15000000.0,en,15.899134,9/13/95,6700000.0,95.0
10749,Romance,11448.0,Mighty Aphrodite,15000000.0,en,15.899134,9/13/95,6700000.0,95.0
18,Drama,49133.0,Lamerica,0.0,it,1.361286,1/1/94,0.0,116.0
10769,Foreign,49133.0,Lamerica,0.0,it,1.361286,1/1/94,0.0,116.0
28,Action,26441.0,The Big Green,0.0,en,5.9827639999999995,9/29/95,0.0,100.0
12,Adventure,26441.0,The Big Green,0.0,en,5.9827639999999995,9/29/95,0.0,100.0
35,Comedy,26441.0,The Big Green,0.0,en,5.9827639999999995,9/29/95,0.0,100.0
10751,Family,26441.0,The Big Green,0.0,en,5.9827639999999995,9/29/95,0.0,100.0
18,Drama,97406.0,Georgia,0.0,en,4.093443,5/19/95,0.0,115.0
35,Comedy,9089.0,Home for the Holidays,0.0,en,8.416802,11/2/95,17519169.0,103.0
18,Drama,9089.0,Home for the Holidays,0.0,en,8.416802,11/2/95,17519169.0,103.0
10749,Romance,9089.0,Home for the Holidays,0.0,en,8.416802,11/2/95,17519169.0,103.0
35,Comedy,11010.0,The Postman,0.0,it,10.168436999999999,9/22/94,0.0,108.0
18,Drama,11010.0,The Postman,0.0,it,10.168436999999999,9/22/94,0.0,108.0
10749,Romance,11010.0,The Postman,0.0,it,10.168436999999999,9/22/94,0.0,108.0
53,Thriller,99040.0,The Confessional,0.0,fr,0.12078900000000001,9/29/95,0.0,100.0
18,Drama,99040.0,The Confessional,0.0,fr,0.12078900000000001,9/29/95,0.0,100.0
9648,Mystery,99040.0,The Confessional,0.0,fr,0.12078900000000001,9/29/95,0.0,100.0
12,Adventure,11359.0,The Indian in the Cupboard,45000000.0,en,10.673296,7/14/95,0.0,96.0
10751,Family,11359.0,The Indian in the Cupboard,45000000.0,en,10.673296,7/14/95,0.0,96.0
14,Fantasy,11359.0,The Indian in the Cupboard,45000000.0,en,10.673296,7/14/95,0.0,96.0
18,Drama,17182.0,Eye for an Eye,20000000.0,en,4.733526,1/12/96,0.0,101.0
53,Thriller,17182.0,Eye for an Eye,20000000.0,en,4.733526,1/12/96,0.0,101.0
10402,Music,2054.0,Mr. Holland's Opus,0.0,en,7.137117,12/29/95,106269971.0,137.0
18,Drama,2054.0,Mr. Holland's Opus,0.0,en,7.137117,12/29/95,106269971.0,137.0
10751,Family,2054.0,Mr. Holland's Opus,0.0,en,7.137117,12/29/95,106269971.0,137.0
35,Comedy,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,en,11.700115,1/12/96,0.0,89.0
35,Comedy,19760.0,Two If by Sea,0.0,en,2.174487,1/12/96,0.0,96.0
10749,Romance,19760.0,Two If by Sea,0.0,en,2.174487,1/12/96,0.0,96.0
35,Comedy,9536.0,Bio-Dome,15000000.0,en,6.387469,1/12/96,0.0,88.0
28,Action,11525.0,Lawnmower Man 2: Beyond Cyberspace,0.0,en,2.49535,1/12/96,2409225.0,92.0
878,Science Fiction,11525.0,Lawnmower Man 2: Beyond Cyberspace,0.0,en,2.49535,1/12/96,2409225.0,92.0
18,Drama,40628.0,Two Bits,0.0,en,4.046208,10/22/95,0.0,85.0
10751,Family,40628.0,Two Bits,0.0,en,4.046208,10/22/95,0.0,85.0
35,Comedy,4482.0,French Twist,0.0,fr,2.518051,2/8/95,0.0,95.0
10749,Romance,4482.0,French Twist,0.0,fr,2.518051,2/8/95,0.0,95.0
35,Comedy,10634.0,Friday,3500000.0,en,14.56965,4/26/95,28215918.0,91.0
27,Horror,755.0,From Dusk Till Dawn,19000000.0,en,15.339153,1/19/96,25836616.0,108.0
28,Action,755.0,From Dusk Till Dawn,19000000.0,en,15.339153,1/19/96,25836616.0,108.0
53,Thriller,755.0,From Dusk Till Dawn,19000000.0,en,15.339153,1/19/96,25836616.0,108.0
80,Crime,755.0,From Dusk Till Dawn,19000000.0,en,15.339153,1/19/96,25836616.0,108.0
28,Action,11859.0,Fair Game,50000000.0,en,5.912223,11/3/95,11534477.0,91.0
53,Thriller,11859.0,Fair Game,50000000.0,en,5.912223,11/3/95,11534477.0,91.0
10749,Romance,11859.0,Fair Game,50000000.0,en,5.912223,11/3/95,11534477.0,91.0
35,Comedy,28387.0,Kicking and Screaming,0.0,en,3.3672760000000004,10/6/95,718490.0,96.0
18,Drama,28387.0,Kicking and Screaming,0.0,en,3.3672760000000004,10/6/95,718490.0,96.0
10749,Romance,28387.0,Kicking and Screaming,0.0,en,3.3672760000000004,10/6/95,718490.0,96.0
18,Drama,48750.0,Les Miserables,0.0,fr,1.4794459999999998,3/22/95,0.0,175.0
36,History,48750.0,Les Miserables,0.0,fr,1.4794459999999998,3/22/95,0.0,175.0
18,Drama,20927.0,Bed of Roses,0.0,en,10.412194,1/26/96,19030691.0,87.0
10749,Romance,20927.0,Bed of Roses,0.0,en,10.412194,1/26/96,19030691.0,87.0
35,Comedy,36929.0,Big Bully,15000000.0,en,2.936443,1/26/96,2042530.0,90.0
10751,Family,36929.0,Big Bully,15000000.0,en,2.936443,1/26/96,2042530.0,90.0
27,Horror,9102.0,Screamers,20000000.0,en,12.758848,9/8/95,5781885.0,108.0
878,Science Fiction,9102.0,Screamers,20000000.0,en,12.758848,9/8/95,5781885.0,108.0
99,Documentary,124626.0,Nico Icon,0.0,en,0.133893,2/18/95,0.0,70.0
18,Drama,27526.0,The Crossing Guard,0.0,en,5.756462,11/15/95,0.0,111.0
53,Thriller,27526.0,The Crossing Guard,0.0,en,5.756462,11/15/95,0.0,111.0
18,Drama,9623.0,The Juror,44000000.0,en,6.010579,2/2/96,0.0,118.0
53,Thriller,9623.0,The Juror,44000000.0,en,6.010579,2/2/96,0.0,118.0
10751,Family,46785.0,The White Balloon,0.0,fa,1.196256,1/1/95,0.0,85.0
18,Drama,46785.0,The White Balloon,0.0,fa,1.196256,1/1/95,0.0,85.0
18,Drama,400.0,Things to Do in Denver When You're Dead,8000000.0,en,4.486179,12/1/95,529766.0,116.0
80,Crime,400.0,Things to Do in Denver When You're Dead,8000000.0,en,4.486179,12/1/95,529766.0,116.0
18,Drama,880.0,Antonia's Line,900000.0,nl,2.030174,9/12/95,0.0,102.0
35,Comedy,880.0,Antonia's Line,900000.0,nl,2.030174,9/12/95,0.0,102.0
10749,Romance,146599.0,Once Upon a Time... When We Were Colored,0.0,en,0.252287,1/26/96,0.0,115.0
18,Drama,146599.0,Once Upon a Time... When We Were Colored,0.0,en,0.252287,1/26/96,0.0,115.0
18,Drama,8447.0,Angels and Insects,0.0,en,2.1516599999999997,9/10/95,0.0,118.0
10749,Romance,8447.0,Angels and Insects,0.0,en,2.1516599999999997,9/10/95,0.0,118.0
28,Action,10534.0,White Squall,38000000.0,en,9.568603999999999,2/2/96,10300000.0,129.0
18,Drama,10534.0,White Squall,38000000.0,en,9.568603999999999,2/2/96,10300000.0,129.0
12,Adventure,17414.0,Dunston Checks In,16000000.0,en,4.814825,1/12/96,0.0,88.0
35,Comedy,17414.0,Dunston Checks In,16000000.0,en,4.814825,1/12/96,0.0,88.0
10751,Family,17414.0,Dunston Checks In,16000000.0,en,4.814825,1/12/96,0.0,88.0
35,Comedy,13997.0,Black Sheep,0.0,en,8.963037,2/1/96,32.0,87.0
80,Crime,2086.0,Nick of Time,8169363.0,en,6.848591000000001,11/22/95,8175346.0,90.0
18,Drama,2086.0,Nick of Time,8169363.0,en,6.848591000000001,11/22/95,8175346.0,90.0
53,Thriller,2086.0,Nick of Time,8169363.0,en,6.848591000000001,11/22/95,8175346.0,90.0
18,Drama,61548.0,The Journey of August King,0.0,en,0.41142399999999996,9/14/95,0.0,91.0
18,Drama,9095.0,Mary Reilly,47000000.0,en,12.866139,2/23/96,12379402.0,104.0
27,Horror,9095.0,Mary Reilly,47000000.0,en,12.866139,2/23/96,12379402.0,104.0
53,Thriller,9095.0,Mary Reilly,47000000.0,en,12.866139,2/23/96,12379402.0,104.0
10749,Romance,9095.0,Mary Reilly,47000000.0,en,12.866139,2/23/96,12379402.0,104.0
35,Comedy,12158.0,Vampire in Brooklyn,14000000.0,en,9.071127,10/26/95,19800000.0,100.0
27,Horror,12158.0,Vampire in Brooklyn,14000000.0,en,9.071127,10/26/95,19800000.0,100.0
10749,Romance,12158.0,Vampire in Brooklyn,14000000.0,en,9.071127,10/26/95,19800000.0,100.0
35,Comedy,9283.0,Beautiful Girls,0.0,en,4.670562,2/9/96,0.0,112.0
18,Drama,9283.0,Beautiful Girls,0.0,en,4.670562,2/9/96,0.0,112.0
10749,Romance,9283.0,Beautiful Girls,0.0,en,4.670562,2/9/96,0.0,112.0
28,Action,9208.0,Broken Arrow,50000000.0,en,14.957626000000001,2/9/96,150270147.0,108.0
12,Adventure,9208.0,Broken Arrow,50000000.0,en,14.957626000000001,2/9/96,150270147.0,108.0
18,Drama,9208.0,Broken Arrow,50000000.0,en,14.957626000000001,2/9/96,150270147.0,108.0
53,Thriller,9208.0,Broken Arrow,50000000.0,en,14.957626000000001,2/9/96,150270147.0,108.0
35,Comedy,40154.0,A Midwinter's Tale,0.0,en,0.5133909999999999,12/1/95,0.0,99.0
18,Drama,406.0,La Haine,3000000.0,fr,12.108196000000001,5/31/95,0.0,98.0
28,Action,45549.0,Shopping,0.0,en,2.6576470000000003,12/6/94,0.0,105.0
12,Adventure,45549.0,Shopping,0.0,en,2.6576470000000003,12/6/94,0.0,105.0
18,Drama,45549.0,Shopping,0.0,en,2.6576470000000003,12/6/94,0.0,105.0
878,Science Fiction,45549.0,Shopping,0.0,en,2.6576470000000003,12/6/94,0.0,105.0
53,Thriller,45549.0,Shopping,0.0,en,2.6576470000000003,12/6/94,0.0,105.0
99,Documentary,63076.0,Heidi Fleiss: Hollywood Madam,0.0,en,0.638211,12/27/95,0.0,106.0
18,Drama,11062.0,City Hall,0.0,en,4.8072230000000005,2/16/96,0.0,111.0
53,Thriller,11062.0,City Hall,0.0,en,4.8072230000000005,2/16/96,0.0,111.0
35,Comedy,13685.0,Bottle Rocket,7000000.0,en,6.904831,2/21/96,560069.0,91.0
80,Crime,13685.0,Bottle Rocket,7000000.0,en,6.904831,2/21/96,560069.0,91.0
18,Drama,13685.0,Bottle Rocket,7000000.0,en,6.904831,2/21/96,560069.0,91.0
35,Comedy,47475.0,Mr. Wrong,0.0,en,3.329264,2/16/96,0.0,96.0
10749,Romance,47475.0,Mr. Wrong,0.0,en,3.329264,2/16/96,0.0,96.0
18,Drama,2045.0,Unforgettable,18000000.0,en,2.464425,2/23/96,0.0,106.0
9648,Mystery,2045.0,Unforgettable,18000000.0,en,2.464425,2/23/96,0.0,106.0
878,Science Fiction,2045.0,Unforgettable,18000000.0,en,2.464425,2/23/96,0.0,106.0
53,Thriller,2045.0,Unforgettable,18000000.0,en,2.464425,2/23/96,0.0,106.0
35,Comedy,9614.0,Happy Gilmore,12000000.0,en,9.592265,2/16/96,41205099.0,92.0
18,Drama,688.0,The Bridges of Madison County,24000000.0,en,5.951077,5/28/95,182016617.0,135.0
10749,Romance,688.0,The Bridges of Madison County,24000000.0,en,5.951077,5/28/95,182016617.0,135.0
18,Drama,11907.0,Nobody Loves Me,0.0,de,1.015068,11/7/94,0.0,104.0
35,Comedy,11907.0,Nobody Loves Me,0.0,de,1.015068,11/7/94,0.0,104.0
10751,Family,11907.0,Nobody Loves Me,0.0,de,1.015068,11/7/94,0.0,104.0
28,Action,10874.0,Muppet Treasure Island,0.0,en,6.902423,2/16/96,34327391.0,100.0
35,Comedy,10874.0,Muppet Treasure Island,0.0,en,6.902423,2/16/96,34327391.0,100.0
10402,Music,10874.0,Muppet Treasure Island,0.0,en,6.902423,2/16/96,34327391.0,100.0
10751,Family,10874.0,Muppet Treasure Island,0.0,en,6.902423,2/16/96,34327391.0,100.0
12,Adventure,10874.0,Muppet Treasure Island,0.0,en,6.902423,2/16/96,34327391.0,100.0
99,Documentary,89333.0,Catwalk,0.0,en,0.976707,12/8/95,0.0,95.0
80,Crime,96357.0,Headless Body in Topless Bar,0.0,en,0.0013460000000000002,5/20/95,0.0,110.0
28,Action,197.0,Braveheart,72000000.0,en,20.755149,5/24/95,210000000.0,177.0
18,Drama,197.0,Braveheart,72000000.0,en,20.755149,5/24/95,210000000.0,177.0
36,History,197.0,Braveheart,72000000.0,en,20.755149,5/24/95,210000000.0,177.0
10752,War,197.0,Braveheart,72000000.0,en,20.755149,5/24/95,210000000.0,177.0
80,Crime,103.0,Taxi Driver,1300000.0,en,14.092713,2/7/76,28262574.0,114.0
18,Drama,103.0,Taxi Driver,1300000.0,en,14.092713,2/7/76,28262574.0,114.0
80,Crime,33542.0,Rumble in the Bronx,7500000.0,cn,12.314278,1/30/95,32392047.0,91.0
28,Action,33542.0,Rumble in the Bronx,7500000.0,cn,12.314278,1/30/95,32392047.0,91.0
35,Comedy,33542.0,Rumble in the Bronx,7500000.0,cn,12.314278,1/30/95,32392047.0,91.0
53,Thriller,33542.0,Rumble in the Bronx,7500000.0,cn,12.314278,1/30/95,32392047.0,91.0
18,Drama,43566.0,Before and After,35000000.0,en,2.938293,2/23/96,0.0,108.0
53,Thriller,43566.0,Before and After,35000000.0,en,2.938293,2/23/96,0.0,108.0
18,Drama,71754.0,Margaret's Museum,0.0,en,0.372697,9/13/95,0.0,114.0
35,Comedy,43612.0,Happiness Is in the Field,13365000.0,en,1.254885,1/31/95,0.0,106.0
99,Documentary,51352.0,Anne Frank Remembered,0.0,en,0.243986,6/8/95,1.0,117.0
18,Drama,51352.0,Anne Frank Remembered,0.0,en,0.243986,6/8/95,1.0,117.0
10769,Foreign,51352.0,Anne Frank Remembered,0.0,en,0.243986,6/8/95,1.0,117.0
35,Comedy,16934.0,The Young Poisoner's Handbook,0.0,en,6.178497,1/20/95,0.0,99.0
80,Crime,16934.0,The Young Poisoner's Handbook,0.0,en,6.178497,1/20/95,0.0,99.0
18,Drama,16934.0,The Young Poisoner's Handbook,0.0,en,6.178497,1/20/95,0.0,99.0
35,Comedy,10324.0,If Lucy Fell,0.0,en,2.891918,3/8/96,0.0,92.0
10749,Romance,10324.0,If Lucy Fell,0.0,en,2.891918,3/8/96,0.0,92.0
35,Comedy,78406.0,Steal Big Steal Little,25000000.0,en,1.522412,9/29/95,6278139.0,113.0
18,Drama,78406.0,Steal Big Steal Little,25000000.0,en,1.522412,9/29/95,6278139.0,113.0
28,Action,55731.0,Race the Sun,0.0,en,1.317878,3/22/96,0.0,100.0
12,Adventure,55731.0,Race the Sun,0.0,en,1.317878,3/22/96,0.0,100.0
35,Comedy,55731.0,Race the Sun,0.0,en,1.317878,3/22/96,0.0,100.0
18,Drama,55731.0,Race the Sun,0.0,en,1.317878,3/22/96,0.0,100.0
10751,Family,55731.0,Race the Sun,0.0,en,1.317878,3/22/96,0.0,100.0
18,Drama,32119.0,The Boys of St. Vincent,0.0,en,0.86539,12/6/92,0.0,90.0
35,Comedy,11066.0,Boomerang,40000000.0,en,6.506983,6/30/92,70100000.0,117.0
10749,Romance,11066.0,Boomerang,40000000.0,en,6.506983,6/30/92,70100000.0,117.0
